age,gender,dress,wind_speed,BMI,height,RH,in_car_temperature,PMV,PPD,M,need_temperature,The_wind_type,wind_scale,direction
中年,男,夏装,低风,26.1,1.78,33.6,40.5,6.22,100,1.119541431,18.5,冷气,大风,中
老年,男,夏装,无风,29,1.64,48.8,24.6,-0.47,9.5,1.067629901,无,无,无,无
中年,女,冬装,低风,15.3,1.71,61.3,7.2,-4.39,100,0.967392273,25,暖气,大风,中
童年,男,冬装,中风,25.3,1.59,64.5,14.6,-2.3,88.3,1.287876631,22.5,暖气,低风,下
童年,女,冬装,中风,30.1,1.5,66,8.7,-3.57,100,1.154954534,23.5,暖气,大风,中
青年,女,春秋装,无风,16.3,1.51,64.1,16.5,-2.04,78.4,1.094493737,23.5,暖气,低风,下
青年,男,春秋装,无风,34.1,1.76,55,15.5,-2.01,77.1,1.243783902,23.5,暖气,低风,下
少年,女,春秋装,无风,15.1,1.58,74.6,19.9,-1.21,35.6,1.136343932,无,无,无,无
童年,男,春秋装,中风,18.1,1.48,66.9,21,-1.84,69.1,1.26100919,21.5,暖气,低风,下
少年,女,夏装,大风,30.2,1.61,37.7,31.2,0.76,17.2,1.109107937,20.5,通风,低风,下
老年,女,夏装,低风,23.3,1.51,28.4,47.5,11.09,100,0.968136813,18.5,冷气,大风,中
童年,男,冬装,大风,31,1.46,59.9,1.8,-4.87,100,1.312885755,24.5,暖气,大风,中
童年,女,冬装,大风,18.3,1.65,53.9,1.9,-5.77,100,1.130665125,24.5,暖气,大风,中
童年,女,夏装,中风,33.4,1.5,28.5,42,7.75,100,1.149988143,18.5,冷气,大风,中
童年,女,夏装,无风,20,1.47,30.9,42.7,6.21,100,1.184442542,18.5,冷气,大风,中
中年,男,夏装,大风,27.5,1.63,18.7,47.9,12.87,100,1.107056745,18.5,冷气,大风,中
童年,男,春秋装,大风,15.8,1.43,62.5,16.9,-3.26,99.8,1.25308293,21.5,暖气,大风,中
老年,男,夏装,低风,30.3,1.8,44.3,33.3,2.51,93.6,1.107235449,20.5,冷气,中风,上
中年,男,冬装,中风,20.3,1.66,59,11.9,-3.95,100,1.054328184,22.5,暖气,大风,中
中年,女,冬装,无风,15.7,1.58,54.5,9.1,-2.94,98.8,0.990603629,24,暖气,中风,上
青年,女,夏装,无风,15.7,1.57,27.2,44,7,100,1.078346312,18.5,冷气,大风,中
青年,男,冬装,低风,24.1,1.85,76.7,10.7,-3.04,99.3,1.198278085,23.5,暖气,大风,中
少年,女,冬装,中风,18.3,1.6,64,5.1,-4.6,100,1.125298241,23.5,暖气,大风,中
青年,女,夏装,无风,29.6,1.56,38.5,38.1,4.6,100,1.074711314,19.5,冷气,大风,中
童年,女,冬装,大风,16.9,1.46,65.1,12.9,-3.35,99.9,1.196069716,22.5,暖气,大风,中
中年,男,夏装,低风,16,1.64,19.3,46,9.59,100,1.008130673,18.5,冷气,大风,中
中年,男,春秋装,中风,18.1,1.63,57,16.5,-4.01,100,1.028381666,21.5,暖气,大风,中
青年,男,冬装,中风,26,1.83,65.4,0.8,-5.22,100,1.208224948,24.5,暖气,大风,中
中年,男,冬装,大风,26.1,1.64,77.3,6.6,-4.65,100,1.098606635,23.5,暖气,大风,中
少年,男,夏装,无风,21.6,1.66,43.5,29.1,1.16,33.4,1.243569839,25.5,通风,低风,下
中年,男,春秋装,大风,16.9,1.72,63.2,21,-3.08,99.4,1.030561779,21.5,暖气,大风,中
青年,男,冬装,大风,33.3,1.8,63.5,1,-5.38,100,1.242838217,24.5,暖气,大风,中
青年,女,冬装,中风,23.3,1.71,65.8,2.2,-5.79,100,1.046148843,24.5,暖气,大风,中
老年,女,春秋装,低风,15.1,1.51,62.8,21.2,-2.31,88.5,0.954151549,21.5,暖气,低风,下
童年,女,冬装,大风,25.7,1.59,59.1,9.4,-3.77,100,1.136042005,23.5,暖气,大风,中
青年,女,夏装,中风,26.3,1.59,37.9,44,9.73,100,1.069428766,18.5,冷气,大风,中
童年,男,春秋装,中风,18,1.46,59.4,16.7,-2.92,98.7,1.261904895,21.5,暖气,中风,上
老年,男,春秋装,低风,21,1.81,70,21.4,-1.76,65.1,1.032193986,26,暖气,低风,下
中年,女,冬装,大风,15.8,1.65,69.5,8.8,-4.77,100,0.978065609,23.5,暖气,大风,中
老年,男,冬装,中风,23.1,1.68,44.6,2,-6,100,1.026855695,24.5,暖气,大风,中
中年,男,夏装,中风,34.7,1.75,20.6,44.3,8.96,100,1.169228964,18.5,冷气,大风,中
中年,女,春秋装,低风,18.3,1.51,82.3,17.3,-2.9,98.6,1.007240669,25,暖气,中风,上
中年,男,春秋装,无风,26.5,1.71,61.3,17.9,-1.63,58,1.112326266,23.5,暖气,低风,下
老年,女,冬装,中风,25.4,1.5,64.3,14.4,-3.62,100,0.972520311,22.5,暖气,大风,中
老年,女,夏装,大风,25.5,1.54,49.3,32.7,1.83,68.8,0.967158268,20.5,通风,低风,下
少年,男,春秋装,大风,15.2,1.81,45.2,21.7,-2.21,85.3,1.203886752,21.5,暖气,低风,下
老年,女,冬装,中风,18.9,1.54,70.2,0.1,-7.19,100,0.956436183,24.5,暖气,大风,中
中年,男,冬装,低风,29.7,1.73,75.3,13.8,-2.46,92.5,1.136964584,24,暖气,低风,下
青年,男,夏装,中风,26.5,1.67,32.7,33.1,2.2,84.9,1.200804271,20.5,冷气,低风,下
中年,女,夏装,中风,26.8,1.7,61.6,23.8,-2.68,96.5,0.98582399,21.5,暖气,中风,上
少年,男,夏装,大风,25.5,1.68,23.6,41,7.21,100,1.262563767,18.5,冷气,大风,中
少年,男,夏装,低风,24.2,1.77,41.5,35,3.28,99.8,1.256906426,19.5,冷气,大风,中
中年,女,夏装,大风,24.4,1.55,31.8,37.4,5.52,100,1.004948573,19.5,冷气,大风,中
老年,男,夏装,大风,17.1,1.61,38.7,35.7,4.25,100,0.948858936,19.5,冷气,大风,中
青年,女,春秋装,低风,33.3,1.59,66.3,15.3,-3.42,99.9,1.067633401,25,暖气,大风,中
老年,女,春秋装,大风,24.9,1.58,52.6,21.8,-3.22,99.7,0.961149332,21.5,暖气,大风,中
童年,女,春秋装,大风,18.4,1.55,58,20.3,-2.87,98.4,1.160621631,21.5,暖气,中风,上
青年,男,春秋装,低风,20.9,1.81,61.7,18.7,-2.32,88.9,1.175017636,25.5,暖气,低风,下
老年,女,春秋装,大风,24.8,1.71,65.1,17.2,-4.83,100,0.9468449,21.5,暖气,大风,中
童年,男,春秋装,中风,27.8,1.53,68.6,21.4,-1.59,55.6,1.299376563,21.5,暖气,低风,下
老年,女,冬装,大风,20.2,1.62,72.8,14.4,-4.16,100,0.947730948,22.5,暖气,大风,中
童年,女,夏装,无风,21.1,1.5,36.5,26.6,0.24,6.2,1.171487864,无,无,无,无
老年,女,冬装,低风,30.8,1.62,60.3,13.6,-3.35,99.9,0.965463887,25.5,暖气,大风,中
中年,女,夏装,中风,16.4,1.73,38.4,43.4,10,100,0.96641721,18.5,冷气,大风,中
青年,男,冬装,无风,24.7,1.83,55.8,11,-2.36,89.9,1.200661388,22.5,暖气,低风,下
少年,女,冬装,无风,20.9,1.7,79,13.1,-2.06,79.3,1.096524758,22.5,暖气,低风,下
青年,男,夏装,大风,15.9,1.69,53.2,24.9,-2,76.8,1.129573254,21.5,暖气,低风,下
童年,男,春秋装,中风,27.1,1.63,69.1,16.5,-2.84,98.2,1.293820323,21.5,暖气,中风,上
童年,女,夏装,中风,26.7,1.64,23,47.5,11.39,100,1.121783708,18.5,冷气,大风,中
少年,女,春秋装,低风,24.4,1.58,59.8,19.2,-2.33,89.2,1.12270447,26,暖气,低风,下
青年,女,春秋装,大风,16.5,1.67,48.9,20.2,-3.43,99.9,1.053844963,21.5,暖气,大风,中
童年,女,春秋装,低风,18.4,1.61,83.7,17.9,-2.21,85.1,1.141998153,24.5,暖气,低风,下
少年,男,夏装,中风,25.4,1.8,33,35.4,3.54,100,1.26289999,19.5,冷气,大风,中
少年,女,夏装,大风,22.7,1.74,42.2,39.7,7.25,100,1.086281298,19.5,冷气,大风,中
老年,女,冬装,大风,34.4,1.68,59,8.3,-5.09,100,0.964963159,23.5,暖气,大风,中
中年,男,冬装,中风,16.5,1.84,53.1,8.4,-4.18,100,1.043807024,23.5,暖气,大风,中
青年,男,春秋装,无风,31.6,1.66,57.9,16.8,-1.71,62.1,1.226080254,23.5,暖气,低风,下
中年,女,夏装,中风,18.7,1.58,26.8,44.4,10.28,100,0.994216711,18.5,冷气,大风,中
青年,男,夏装,大风,15.4,1.61,63.3,24,-2.45,92.4,1.120691457,21.5,暖气,低风,下
老年,女,冬装,无风,22.3,1.67,43.9,8.4,-3.49,100,0.946026202,24.5,暖气,大风,中
青年,男,春秋装,低风,23.6,1.61,54.7,17.9,-2.22,85.7,1.179948102,25,暖气,低风,下
少年,女,春秋装,无风,33.9,1.69,49.4,21.5,-0.96,24.3,1.089511108,无,无,无,无
童年,女,春秋装,低风,34.7,1.65,50.3,15.6,-3.2,99.7,1.111233222,25.5,暖气,大风,中
老年,男,春秋装,低风,29.4,1.85,46.8,21.9,-1.5,50.9,1.109332,无,无,无,无
老年,女,夏装,大风,16.3,1.53,24.1,40.9,8.5,100,0.953086161,18.5,冷气,大风,中
中年,女,冬装,低风,24,1.56,72.5,4.6,-4.71,100,1.002935978,25.5,暖气,大风,中
少年,女,夏装,大风,21.7,1.69,22.9,41.2,7.99,100,1.098161817,18.5,冷气,大风,中
少年,男,冬装,无风,16.5,1.63,60.2,11.5,-2.2,85,1.214441951,22.5,暖气,低风,下
中年,男,春秋装,低风,31.6,1.75,74.1,17.1,-2.47,92.9,1.151556708,24.5,暖气,低风,下
青年,女,冬装,无风,19.6,1.58,66.5,3.6,-3.72,100,1.073995756,24,暖气,大风,中
中年,男,冬装,低风,31.3,1.73,71.9,2.1,-4.57,100,1.146946112,25,暖气,大风,中
老年,男,夏装,中风,32.5,1.74,51.2,25.6,-1.29,40,1.111512734,无,无,无,无
老年,女,冬装,低风,30.9,1.73,57,14.3,-3.23,99.7,0.955810244,25.5,暖气,大风,中
老年,男,春秋装,大风,27.9,1.78,62.5,17.7,-3.66,100,1.086291361,21.5,暖气,大风,中
老年,女,夏装,低风,29,1.73,19.4,49.2,12.05,100,0.952677132,18.5,冷气,大风,中
童年,女,冬装,中风,28.7,1.49,59.9,0.6,-5.53,100,1.160273519,24.5,暖气,大风,中
少年,女,夏装,大风,26.4,1.58,49.4,24.4,-2.33,89.2,1.120331758,21.5,暖气,低风,下
童年,女,冬装,大风,16.2,1.53,70,13.8,-3.16,99.6,1.17226441,22.5,暖气,大风,中
老年,女,夏装,无风,16.8,1.73,39.7,31.5,1.6,56.5,0.926454432,20.5,通风,低风,下
中年,女,夏装,中风,17.5,1.7,36.7,36.1,4.36,100,0.972823447,19.5,冷气,大风,中
青年,男,夏装,大风,25.1,1.79,53,22.3,-3.08,99.4,1.200526069,21.5,暖气,大风,中
老年,女,冬装,低风,24.2,1.63,75.6,7.2,-4.47,100,0.954065283,25,暖气,大风,中
中年,女,夏装,无风,19.9,1.63,30.6,49.7,10.46,100,0.98718343,18.5,冷气,大风,中
少年,女,夏装,无风,21.7,1.56,55.8,31.1,1.79,66.4,1.131831323,20.5,通风,低风,下
中年,男,夏装,低风,15.3,1.78,38.4,25.4,-1.11,31.1,1.022178399,无,无,无,无
中年,男,夏装,中风,16.1,1.78,32.7,44.6,10.3,100,1.031011156,18.5,冷气,大风,中
青年,女,夏装,中风,27,1.51,47.7,35.5,3.96,100,1.087183527,19.5,冷气,大风,中
少年,男,春秋装,中风,26.8,1.63,66.2,16.7,-2.87,98.4,1.268235884,21.5,暖气,中风,上
老年,男,夏装,中风,22.2,1.66,15.1,45.8,10.85,100,1.014208534,18.5,冷气,大风,中
少年,女,夏装,大风,28.2,1.5,25.7,48.5,13.21,100,1.139854111,18.5,冷气,大风,中
青年,女,夏装,中风,15.4,1.72,45.3,32.9,2.17,83.6,1.042908529,20.5,冷气,低风,下
少年,女,夏装,大风,30,1.58,46.2,28.1,-0.36,7.6,1.116442115,无,无,无,无
青年,女,冬装,中风,34.9,1.69,58.4,6.8,-4.56,100,1.050332312,23.5,暖气,大风,中
老年,女,夏装,低风,26.5,1.61,27.3,44.5,9.19,100,0.960155119,18.5,冷气,大风,中
少年,女,夏装,中风,18.7,1.66,29.3,41.6,7.69,100,1.108510758,18.5,冷气,大风,中
中年,女,春秋装,无风,28.5,1.66,42.2,20.3,-1.58,55.4,0.992626835,25.5,暖气,低风,下
中年,男,夏装,低风,19,1.79,60.5,22.5,-2.11,81.7,1.061970447,21.5,暖气,低风,下
中年,女,夏装,中风,15.7,1.6,34.8,32.8,1.91,72.3,0.986823188,20.5,通风,低风,下
中年,女,春秋装,大风,19.3,1.66,47.1,20.3,-3.82,100,0.981671863,21.5,暖气,大风,中
青年,男,夏装,中风,26.4,1.67,52,32.3,1.93,73.4,1.20024871,20.5,通风,低风,下
童年,男,夏装,大风,33.7,1.54,40.7,33.2,2.35,89.8,1.318328559,20.5,冷气,低风,下
中年,女,冬装,无风,25.3,1.59,73.9,2.2,-4.41,100,0.999300779,24.5,暖气,大风,中
少年,男,冬装,无风,18.1,1.77,58.6,11.4,-2.21,85.2,1.223338785,22.5,暖气,低风,下
中年,女,夏装,无风,25.1,1.67,30.5,40.1,5.54,100,0.987654835,18.5,冷气,大风,中
童年,男,夏装,低风,15.1,1.57,21.2,49,9.88,100,1.239150145,18.5,冷气,大风,中
青年,男,冬装,中风,26.3,1.61,57.9,3.5,-4.66,100,1.1957321,24.5,暖气,大风,中
少年,女,冬装,中风,26.6,1.67,55.2,12.5,-3.58,100,1.098604072,22.5,暖气,大风,中
童年,男,夏装,无风,27.4,1.52,36.5,34.7,2.96,98.9,1.298314163,25.5,冷气,中风,上
老年,女,夏装,低风,31.6,1.69,19.1,49.5,12.16,100,0.96016525,18.5,冷气,大风,中
老年,女,冬装,大风,19.7,1.59,60,8.1,-5.3,100,0.950704241,23.5,暖气,大风,中
中年,男,春秋装,中风,15.7,1.72,65.2,15.6,-4.38,100,1.017652542,21.5,暖气,大风,中
少年,男,夏装,无风,18.8,1.77,62.1,23.9,-0.4,8.3,1.227630301,无,无,无,无
童年,女,夏装,无风,22,1.46,22.6,41.3,5.48,100,1.183380929,18.5,冷气,大风,中
少年,男,夏装,低风,26.4,1.7,27.3,44.9,7.85,100,1.266671272,18.5,冷气,大风,中
童年,男,春秋装,中风,30.7,1.61,69.2,17.3,-2.54,94.2,1.307153368,21.5,暖气,中风,上
中年,男,春秋装,低风,18.3,1.77,63.6,21.2,-1.82,67.9,1.052284803,26,暖气,低风,下
中年,女,冬装,无风,22,1.69,67.4,5.5,-3.82,100,0.981052316,23.5,暖气,大风,中
老年,男,春秋装,大风,21.3,1.81,52.6,21.4,-2.94,98.8,1.035121714,21.5,暖气,中风,上
少年,女,春秋装,无风,17.1,1.65,53.9,16.9,-1.94,73.8,1.113048942,24,暖气,低风,下
青年,女,冬装,低风,23.3,1.74,60.6,8,-3.71,100,1.040814012,24.5,暖气,大风,中
童年,男,冬装,低风,28.8,1.46,61.5,3,-3.76,100,1.305762125,24,暖气,大风,中
童年,女,冬装,大风,18.1,1.53,67.6,6.2,-4.44,100,1.167890472,23.5,暖气,大风,中
青年,女,春秋装,低风,17.6,1.69,74.9,18.8,-2.66,96.2,1.049533599,25.5,暖气,中风,上
中年,男,冬装,中风,24.5,1.63,63.5,5.5,-4.71,100,1.084871492,23.5,暖气,大风,中
老年,男,春秋装,中风,17.5,1.84,72.1,16.9,-3.92,100,1.000707508,21.5,暖气,大风,中
少年,女,春秋装,低风,22.7,1.75,62.2,15.6,-3.27,99.8,1.084178004,25.5,暖气,大风,中
青年,男,冬装,低风,23.3,1.78,65.7,10.6,-3.13,99.5,1.188977256,24,暖气,大风,中
老年,男,夏装,大风,27.7,1.8,31.8,35.6,3.95,100,1.088320671,19.5,冷气,大风,中
中年,女,春秋装,无风,21.8,1.73,69.6,15.2,-2.88,98.5,0.975454667,24,暖气,中风,上
少年,女,冬装,大风,27.6,1.65,71.4,5.3,-4.99,100,1.102250518,23.5,暖气,大风,中
中年,男,春秋装,低风,23.9,1.62,59.7,15.1,-3.46,99.9,1.078493506,25.5,暖气,大风,中
中年,男,冬装,大风,17.4,1.84,41.8,10.6,-4.78,100,1.053191057,22.5,暖气,大风,中
中年,男,冬装,大风,25,1.67,55.4,14.4,-3.34,99.9,1.09511861,22.5,暖气,大风,中
老年,男,春秋装,中风,28.9,1.82,65.7,20.1,-2.73,97.1,1.10071081,21.5,暖气,中风,上
童年,男,春秋装,无风,32.3,1.62,73.9,15.6,-1.77,65.7,1.312199702,22.5,暖气,低风,下
青年,女,春秋装,中风,25.3,1.58,48.5,15.9,-4.05,100,1.071889379,21.5,暖气,大风,中
老年,女,春秋装,大风,25.6,1.59,61.7,16.3,-5.11,100,0.961044654,21.5,暖气,大风,中
老年,女,冬装,无风,26.3,1.63,64.7,11.8,-3.05,99.3,0.957634554,24,暖气,大风,中
老年,女,冬装,无风,27.3,1.74,79.4,6.9,-3.73,100,0.948844803,23.5,暖气,大风,中
童年,女,冬装,中风,27.1,1.62,51.8,10.2,-4.13,100,1.126293212,22.5,暖气,大风,中
童年,女,夏装,低风,26.5,1.59,45,31.2,1.42,46.5,1.134910108,20.5,通风,低风,下
中年,女,夏装,大风,22,1.66,46,25.6,-2.27,87.2,0.985281035,21.5,暖气,低风,下
童年,男,冬装,中风,15.9,1.47,70.3,7.3,-3.53,100,1.250359146,23.5,暖气,大风,中
少年,男,冬装,中风,18.3,1.67,66.3,1.1,-5.07,100,1.225042839,24.5,暖气,大风,中
中年,女,春秋装,中风,22.7,1.57,65.7,17.1,-3.87,100,1.000088577,21.5,暖气,大风,中
青年,女,春秋装,中风,19.7,1.52,67.9,21.1,-2.35,89.8,1.089170192,21.5,暖气,低风,下
青年,女,春秋装,低风,18.1,1.71,69.3,21.9,-1.54,52.8,1.045457457,26,暖气,低风,下
少年,女,冬装,无风,30.2,1.68,63.2,11.9,-2.4,91,1.093809856,23,暖气,低风,下
少年,女,夏装,无风,30,1.5,20.8,42.2,5.91,100,1.137423158,18.5,冷气,大风,中
青年,男,夏装,中风,33.5,1.85,58.3,33.3,2.61,95.5,1.246833401,20.5,冷气,中风,上
中年,男,春秋装,大风,19.5,1.66,69,15.3,-4.82,100,1.046911287,21.5,暖气,大风,中
中年,女,夏装,低风,22.6,1.55,16.7,45.1,9.01,100,1.003419247,18.5,冷气,大风,中
童年,男,冬装,低风,17.3,1.49,60.2,8.1,-2.88,98.4,1.256294592,23.5,暖气,中风,上
少年,男,春秋装,低风,24.1,1.78,42.1,19.9,-1.79,66.4,1.25649467,25.5,暖气,低风,下
老年,男,冬装,无风,27.2,1.62,71,1.7,-4.24,100,1.049421698,24,暖气,大风,中
少年,女,夏装,无风,16.1,1.58,33.5,31.7,1.79,66.6,1.134628057,20.5,通风,低风,下
少年,女,春秋装,无风,22.7,1.63,53.9,20.4,-1.22,36.1,1.111728683,无,无,无,无
老年,男,春秋装,大风,16.1,1.68,55.6,19.1,-4.64,100,0.95254911,21.5,暖气,大风,中
老年,女,春秋装,无风,16.5,1.64,72.7,17.5,-2.4,91,0.936941978,24.5,暖气,低风,下
少年,女,冬装,大风,17.6,1.59,59.6,2.5,-5.61,100,1.129227742,24.5,暖气,大风,中
童年,男,冬装,低风,17.4,1.47,74.4,5.6,-3.37,99.9,1.258192894,23,暖气,大风,中
青年,男,春秋装,中风,35,1.83,69.3,17,-2.82,97.9,1.251995779,21.5,暖气,中风,上
老年,女,夏装,无风,32.2,1.6,41,25.1,-0.59,12.2,0.969352522,无,无,无,无
少年,男,春秋装,无风,26.8,1.65,71.3,17.6,-1.37,43.8,1.268250459,无,无,无,无
青年,男,春秋装,大风,20,1.83,68.5,20,-2.91,98.6,1.169881626,21.5,暖气,中风,上
少年,男,夏装,低风,20.7,1.72,58.6,23.8,-1.08,29.4,1.238598327,无,无,无,无
少年,女,夏装,大风,15.7,1.6,71.3,23.7,-2.53,94,1.129239652,21.5,暖气,中风,上
中年,女,冬装,中风,15.4,1.68,73,2.3,-6.36,100,0.97238221,24.5,暖气,大风,中
中年,女,冬装,无风,32,1.51,73.2,3.9,-3.93,100,1.016589912,24,暖气,大风,中
少年,男,冬装,中风,20.4,1.67,73.9,0.2,-5.21,100,1.237089458,24.5,暖气,大风,中
老年,女,春秋装,大风,21.3,1.75,62.7,15.3,-5.85,100,0.93561388,21.5,暖气,大风,中
中年,女,春秋装,无风,30.9,1.72,66,21.3,-1.12,31.5,0.988104485,无,无,无,无
青年,女,夏装,低风,23,1.68,21,46.3,9.53,100,1.051747648,18.5,冷气,大风,中
中年,女,春秋装,低风,32.1,1.73,71.5,18.3,-2.71,96.9,0.988311054,25.5,暖气,中风,上
少年,男,冬装,中风,21.8,1.6,59.5,2.4,-4.69,100,1.245017078,24.5,暖气,大风,中
少年,男,夏装,无风,25.5,1.72,50.2,22.7,-0.8,18.6,1.262724877,无,无,无,无
青年,女,冬装,无风,26.4,1.61,67.2,6.3,-3.18,99.7,1.065250029,23,暖气,大风,中
青年,男,夏装,大风,20.3,1.81,25.7,46.2,11.29,100,1.170814503,18.5,冷气,大风,中
中年,男,夏装,中风,30.1,1.65,35,36,4.06,100,1.12762992,19.5,冷气,大风,中
中年,女,冬装,无风,24.3,1.61,70.2,1.2,-4.68,100,0.995288377,24,暖气,大风,中
童年,女,夏装,中风,16,1.59,41,26.8,-0.68,14.6,1.152736829,无,无,无,无
中年,女,夏装,大风,21.4,1.53,39.8,33.7,2.62,95.6,1.005983452,20.5,冷气,中风,上
老年,女,冬装,低风,31.7,1.61,58,3.2,-5.44,100,0.967689084,26.5,暖气,大风,中
青年,男,夏装,无风,25.1,1.72,45.9,30.3,1.38,44.3,1.196075714,20.5,通风,低风,下
中年,女,春秋装,低风,27.6,1.66,64.7,19.8,-2.59,95.1,0.991706884,26.5,暖气,中风,上
少年,男,春秋装,大风,27.6,1.78,61.2,18.3,-2.71,96.8,1.272557652,21.5,暖气,中风,上
老年,女,夏装,中风,20.8,1.54,35.6,41.2,8.27,100,0.959789214,18.5,冷气,大风,中
童年,男,冬装,大风,25,1.52,55.7,11.1,-3.54,100,1.289278575,22.5,暖气,大风,中
老年,男,冬装,大风,25.4,1.74,67.6,6.5,-4.91,100,1.058973584,23.5,暖气,大风,中
中年,男,冬装,大风,19.3,1.78,60.5,11.6,-4.35,100,1.063379434,22.5,暖气,大风,中
童年,男,夏装,低风,24.9,1.48,33.8,35.6,3.45,99.9,1.290756687,19.5,冷气,大风,中
青年,男,冬装,中风,16.3,1.66,72,10.4,-3.99,100,1.131156549,22.5,暖气,大风,中
老年,男,春秋装,中风,25.3,1.81,75.9,17.1,-3.47,99.9,1.071009937,21.5,暖气,大风,中
中年,男,冬装,低风,19.9,1.8,70.5,11.7,-3.27,99.8,1.071828941,24.5,暖气,大风,中
童年,女,夏装,大风,26.9,1.64,9.3,45.4,10.66,100,1.121546338,18.5,冷气,大风,中
中年,女,春秋装,大风,19.8,1.5,57.7,15.6,-4.96,100,1.010497345,21.5,暖气,大风,中
少年,女,冬装,无风,26.2,1.61,61.5,12.3,-2.27,87.2,1.112990345,23,暖气,低风,下
少年,男,夏装,大风,20.1,1.77,49.7,33,2.28,87.7,1.235272477,20.5,冷气,低风,下
童年,女,夏装,大风,17.4,1.64,38.5,29.3,0.26,6.4,1.134968668,无,无,无,无
童年,女,冬装,大风,18.3,1.47,64.8,13.7,-3.15,99.6,1.188616437,22.5,暖气,大风,中
少年,男,春秋装,无风,16.6,1.66,50.4,21.5,-0.75,17,1.214624065,无,无,无,无
老年,男,夏装,中风,27.7,1.73,31.1,43.4,9.11,100,1.075553544,18.5,冷气,大风,中
青年,男,夏装,无风,27.1,1.72,26.8,42.1,5.83,100,1.207353484,18.5,冷气,大风,中
青年,女,冬装,低风,17.2,1.67,66,3.7,-4.68,100,1.053826081,25.5,暖气,大风,中
少年,女,春秋装,无风,19.6,1.69,61.6,17.9,-1.65,59.1,1.100076519,23.5,暖气,低风,下
中年,男,夏装,无风,33,1.66,52.4,28.5,0.99,25.9,1.146851737,25.5,通风,低风,下
老年,男,夏装,无风,16.9,1.64,23.6,41.1,5.96,100,0.95336559,18.5,冷气,大风,中
老年,女,春秋装,无风,20.7,1.58,71.5,18.6,-2.24,86.3,0.953965219,25,暖气,低风,下
少年,女,冬装,大风,16.2,1.63,63.9,8.1,-4.18,100,1.119768681,23.5,暖气,大风,中
青年,男,冬装,大风,15.7,1.85,53.3,5.4,-4.83,100,1.137020618,23.5,暖气,大风,中
少年,男,夏装,中风,23.3,1.84,53.6,28,0.18,5.7,1.253044553,无,无,无,无
中年,男,冬装,中风,25.4,1.76,74.3,13.5,-3.16,99.6,1.11158287,22.5,暖气,大风,中
少年,女,春秋装,无风,32.9,1.72,53.5,21.9,-0.82,19.1,1.084404314,无,无,无,无
少年,女,夏装,低风,24.2,1.75,31,41.7,6.96,100,1.083291205,18.5,冷气,大风,中
少年,女,冬装,中风,24,1.7,74.5,7,-4.25,100,1.094011082,23.5,暖气,大风,中
少年,男,夏装,低风,29.8,1.81,25.9,41.8,6.27,100,1.282068651,18.5,冷气,大风,中
少年,男,春秋装,大风,23.5,1.79,61,15.3,-3.83,100,1.253598938,21.5,暖气,大风,中
童年,女,春秋装,无风,26.4,1.46,65.6,17.8,-1.51,51.6,1.174108835,23.5,暖气,低风,下
中年,男,春秋装,无风,24.5,1.69,69,15.2,-2.37,90.4,1.094376723,23.5,暖气,低风,下
童年,女,冬装,低风,27.7,1.56,68,5.3,-3.89,100,1.141382375,24,暖气,大风,中
老年,男,夏装,低风,18.9,1.66,45.9,31.4,1.38,44.3,0.980532712,20.5,通风,低风,下
少年,女,夏装,中风,16.7,1.63,38.6,40.5,7.09,100,1.119073462,18.5,冷气,大风,中
少年,女,春秋装,中风,26.7,1.67,68.2,20.8,-2.44,92.1,1.098524007,21.5,暖气,低风,下
青年,女,春秋装,低风,33.8,1.67,62.2,15.4,-3.46,99.9,1.053498182,25.5,暖气,大风,中
老年,男,夏装,中风,15.7,1.66,36.5,30.8,0.28,6.6,0.943235531,无,无,无,无
少年,女,春秋装,低风,21.8,1.62,62.6,16.8,-2.75,97.3,1.115305311,25,暖气,中风,上
童年,女,夏装,中风,33.3,1.63,45.9,33.9,2.85,98.2,1.116981208,20.5,冷气,中风,上
青年,女,冬装,中风,19,1.75,74.2,3.7,-5.42,100,1.037894766,24.5,暖气,大风,中
青年,男,冬装,低风,26.6,1.61,64.3,0.6,-4.68,100,1.19739415,25,暖气,大风,中
老年,男,夏装,大风,24.3,1.71,50.4,37.4,5.72,100,1.043718423,19.5,冷气,大风,中
老年,女,春秋装,中风,34.4,1.69,69.6,15.4,-4.9,100,0.964155541,21.5,暖气,大风,中
青年,男,冬装,无风,25.4,1.61,56.4,5.3,-3.03,99.2,1.190639407,22.5,暖气,大风,中
青年,男,冬装,大风,17.1,1.73,54.1,0.3,-6.12,100,1.141811924,24.5,暖气,大风,中
童年,男,冬装,中风,30.2,1.42,67.3,10.9,-3.16,99.6,1.312309431,22.5,暖气,大风,中
青年,女,夏装,无风,16.2,1.74,48.7,33.5,2.76,97.4,1.038989992,20.5,冷气,中风,上
童年,男,夏装,无风,30.7,1.47,33.5,36,3.41,99.9,1.311510665,24.5,冷气,大风,中
少年,女,冬装,无风,32.2,1.53,64.1,9.3,-2.4,91,1.126660139,22.5,暖气,低风,下
少年,女,冬装,无风,21,1.67,64.4,11.4,-2.48,93,1.103580846,23,暖气,低风,下
青年,男,夏装,低风,24.6,1.72,34.8,28.7,0.59,12.2,1.193125238,21.5,通风,低风,下
